37.54003204,127.0745903
37.54003604,127.074594
37.54004039,127.074598
37.54004457,127.0746019
37.54004886,127.0746058
37.5400534,127.07461
37.54005751,127.0746138
37.54006185,127.0746178
37.54006643,127.0746221
37.54007046,127.0746258
37.54007489,127.0746299
37.54007924,127.074634
37.54008387,127.0746383
37.54008834,127.0746425
37.54009207,127.074646
37.54009634,127.07465
37.5401005,127.0746539
37.54010493,127.074658
37.5401092,127.074662
37.54011331,127.0746659
37.54011773,127.07467
37.54012181,127.0746739
37.54012599,127.0746778
37.54013058,127.0746821
37.54013472,127.0746861
37.54013906,127.0746902
37.5401434,127.0746943
37.54014741,127.0746981
37.54015137,127.0747018
37.54015583,127.0747061
37.54016001,127.07471
37.54016409,127.0747139
37.54016827,127.0747179
37.54017244,127.0747219
37.54017675,127.074726
37.5401808,127.0747299
37.54018508,127.074734
37.54018966,127.0747384
37.54019341,127.074742
37.54019744,127.0747458
37.54020174,127.07475
37.54020589,127.074754
37.54020998,127.0747579
37.5402141,127.0747619
37.54021834,127.074766
37.54022253,127.07477
37.54022656,127.0747739
37.54023065,127.0747779
37.54023543,127.0747825
37.54023908,127.0747861
37.54024305,127.07479
37.5402472,127.074794
37.5402513,127.074798
37.54025531,127.0748019
37.54025935,127.0748059
37.54026365,127.0748101
37.54026754,127.0748139
37.54027175,127.074818
37.54027569,127.0748219
37.54028005,127.0748262
37.54028431,127.0748304
37.54028836,127.0748343
37.54029233,127.0748383
37.54029608,127.074842
37.54030019,127.074846
37.54030413,127.0748499
37.54030874,127.0748545
37.54031239,127.0748581
37.54031632,127.074862
37.54032055,127.0748662
37.5403243,127.07487
37.54032839,127.0748741
37.54033281,127.0748785
37.54033688,127.0748825
37.54034035,127.074886
37.54034455,127.0748902
37.54034853,127.0748942
37.54035234,127.074898
37.54035647,127.0749022
37.54036021,127.074906
37.54036442,127.0749102
37.54036839,127.0749142
37.54037224,127.0749181
37.54037618,127.0749221
37.54038016,127.0749262
37.54038403,127.0749301
37.54038795,127.0749341
37.54039185,127.074938
37.54039568,127.0749419
37.54039967,127.074946
37.54040379,127.0749502
37.54040749,127.074954
37.54041144,127.0749581
37.54041549,127.0749622
37.54041927,127.0749661
37.54042332,127.0749703
37.54042692,127.074974
37.54043079,127.074978
37.54043471,127.074982
37.5404386,127.0749861
37.54044263,127.0749902
37.54044632,127.0749941
37.54045026,127.0749982
37.54045401,127.0750021
37.54045801,127.0750062
37.54046198,127.0750104
37.54046569,127.0750143
37.54046969,127.0750185
37.54047376,127.0750227
37.54047704,127.0750262
37.5404807,127.07503
37.5404846,127.0750341
37.5404885,127.0750383
37.5404926,127.0750426
